sourceIPv4Address,destinationIPv4Address,protocolIdentifier,protocolName,sourceTransportPort,destinationTransportPort,octetDeltaCount,packetDeltaCount,flowStartMilliseconds,flowEndMilliseconds,mac_source,mac_destination,transport_source_port,transport_destination_port,application_name,http_url,https_url_certificate,datalink_vlan,flow_start_time,flow_end_time,bytes_accumulated,tcp_retransmits,tcp_rst,tcp_fin,anomaly,anomaly_type
192.168.15.20,198.51.100.42,47,47,34768,49,9620,83,1745392401296,1745392410016,74:e5:35:fd:69:0f,23:d0:fc:5b:0e:21,11544,381,unknown,,,3,2025-04-23T07:13:21.296136,2025-04-23T07:13:30.016136,1528,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,63513,960,1677,57,1745392401327,1745392407883,29:c7:52:f0:77:f3,da:78:b6:f3:f7:87,49431,903,unknown,,,7,2025-04-23T07:13:21.327912,2025-04-23T07:13:27.883912,4514,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,34076,788,4201,80,1745392401357,1745392402529,94:8c:41:37:6a:69,77:14:23:a3:ce:fa,58050,323,unknown,,,2,2025-04-23T07:13:21.357609,2025-04-23T07:13:22.529609,2008,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,23622,513,6941,40,1745392401391,1745392406753,bc:db:29:80:ca:f3,51:19:7f:76:44:64,42705,728,unknown,,,6,2025-04-23T07:13:21.391204,2025-04-23T07:13:26.753204,7286,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,6234,562,2650,66,1745392401421,1745392402782,7c:3e:91:84:5d:4d,0b:12:76:08:23:27,25948,588,unknown,,,10,2025-04-23T07:13:21.421658,2025-04-23T07:13:22.782658,877,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,15964,155,8381,83,1745392401452,1745392401802,ad:83:9b:60:24:8d,35:db:ef:99:02:02,37387,51,unknown,,,4,2025-04-23T07:13:21.452055,2025-04-23T07:13:21.802055,5792,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,39720,896,2415,50,1745392401480,1745392404247,6b:cc:29:8d:62:dd,db:8a:17:47:a6:d7,41365,921,unknown,,,7,2025-04-23T07:13:21.480971,2025-04-23T07:13:24.247971,3394,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,21731,375,8603,89,1745392401511,1745392407365,50:a1:04:95:3b:89,a6:11:cf:8a:7d:98,26808,228,unknown,,,8,2025-04-23T07:13:21.511657,2025-04-23T07:13:27.365657,1758,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,34850,749,6404,5,1745392401544,1745392407880,e9:49:02:d6:4e:39,ec:7f:e1:87:a7:ee,45091,297,unknown,,,5,2025-04-23T07:13:21.544114,2025-04-23T07:13:27.880114,8749,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,25423,318,2830,14,1745392401575,1745392404830,2c:87:ce:5d:ab:d7,42:bd:57:81:48:25,41764,427,unknown,,,5,2025-04-23T07:13:21.575183,2025-04-23T07:13:24.830183,9286,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,64490,675,7243,94,1745392401605,1745392408882,e4:aa:12:17:9c:05,01:60:e3:3a:1b:58,33561,414,unknown,,,2,2025-04-23T07:13:21.605936,2025-04-23T07:13:28.882936,3275,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,2018,175,1787,38,1745392401636,1745392404651,ef:b2:5b:a9:31:a8,79:e9:48:0b:fb:30,8291,241,unknown,,,10,2025-04-23T07:13:21.636440,2025-04-23T07:13:24.651440,5829,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,38469,747,9067,71,1745392401667,1745392403504,61:60:a8:32:c3:55,2c:cb:7e:b3:30:2b,15147,1005,unknown,,,7,2025-04-23T07:13:21.667635,2025-04-23T07:13:23.504635,3664,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,62961,658,4395,68,1745392401697,1745392404722,dd:ba:50:2d:30:03,b2:f9:88:4e:d4:ab,29129,254,unknown,,,6,2025-04-23T07:13:21.697200,2025-04-23T07:13:24.722200,1360,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,15121,39,1370,59,1745392401726,1745392409585,d9:a7:98:0d:a0:fa,96:c1:2f:4d:33:b3,61357,845,unknown,,,5,2025-04-23T07:13:21.726962,2025-04-23T07:13:29.585962,7521,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,39797,527,4547,84,1745392401756,1745392405099,8f:9a:ee:d5:45:26,e6:8c:61:55:b5:6b,52428,447,unknown,,,5,2025-04-23T07:13:21.756641,2025-04-23T07:13:25.099641,528,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,65405,858,4150,19,1745392401785,1745392404695,b3:26:71:2b:2b:59,3e:27:23:73:a1:40,7871,527,unknown,,,8,2025-04-23T07:13:21.785930,2025-04-23T07:13:24.695930,7160,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,29639,46,6070,65,1745392401818,1745392405738,7e:e4:4d:11:e9:c7,01:8b:8a:fe:9b:23,30231,240,unknown,,,1,2025-04-23T07:13:21.818096,2025-04-23T07:13:25.738096,8280,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,51119,469,7890,21,1745392401848,1745392410392,ae:62:0c:63:63:06,af:20:50:a0:17:eb,21380,71,unknown,,,5,2025-04-23T07:13:21.848179,2025-04-23T07:13:30.392179,551,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,53289,797,5962,58,1745392401879,1745392410948,57:27:fb:02:46:85,fd:0e:d9:e6:be:a9,62504,865,unknown,,,9,2025-04-23T07:13:21.879913,2025-04-23T07:13:30.948913,4991,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,55235,255,1204,73,1745392401909,1745392409441,fe:23:80:97:86:89,15:41:41:87:80:9e,26367,421,unknown,,,1,2025-04-23T07:13:21.909730,2025-04-23T07:13:29.441730,2195,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,7764,944,8745,75,1745392401940,1745392405828,cf:42:2c:b8:a2:d0,b1:a6:f8:f3:c7:b4,61521,683,unknown,,,9,2025-04-23T07:13:21.940139,2025-04-23T07:13:25.828139,7939,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,25452,987,6434,26,1745392401969,1745392407737,41:4a:ee:0d:85:40,0f:41:92:dc:c2:8a,10648,891,unknown,,,7,2025-04-23T07:13:21.969850,2025-04-23T07:13:27.737850,9503,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,37197,57,2965,16,1745392402005,1745392402816,86:df:37:77:fd:61,da:c8:b2:ad:b9:e3,49377,749,unknown,,,9,2025-04-23T07:13:22.005912,2025-04-23T07:13:22.816912,8273,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,30687,929,7855,67,1745392402034,1745392410327,89:5f:1e:61:ef:27,a0:91:52:ea:53:da,58999,737,unknown,,,5,2025-04-23T07:13:22.034744,2025-04-23T07:13:30.327744,6778,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,26893,823,228,52,1745392402065,1745392406183,8d:41:28:91:bf:56,af:54:00:79:16:55,10049,663,unknown,,,7,2025-04-23T07:13:22.065395,2025-04-23T07:13:26.183395,3986,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,7413,365,5746,95,1745392402094,1745392405709,07:0c:ec:a2:c6:e8,06:2d:90:67:aa:a0,27650,106,unknown,,,10,2025-04-23T07:13:22.094525,2025-04-23T07:13:25.709525,621,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,18455,198,3032,86,1745392402124,1745392409312,6c:76:15:ca:9d:46,0b:14:90:da:89:96,44827,326,unknown,,,3,2025-04-23T07:13:22.124473,2025-04-23T07:13:29.312473,1891,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,56595,84,7830,90,1745392402155,1745392409143,dc:f0:9f:5f:9f:65,ce:89:05:16:66:f4,64331,199,unknown,,,9,2025-04-23T07:13:22.155799,2025-04-23T07:13:29.143799,3367,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,60757,183,555,98,1745392402185,1745392403632,14:36:e0:a4:f6:0b,e0:8d:2c:72:f1:53,35906,274,unknown,,,4,2025-04-23T07:13:22.185994,2025-04-23T07:13:23.632994,8684,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,3425,878,5772,36,1745392402215,1745392409005,4c:c5:01:37:a2:5a,28:72:de:33:be:ea,12613,268,unknown,,,1,2025-04-23T07:13:22.215313,2025-04-23T07:13:29.005313,5193,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,35699,237,7468,93,1745392402246,1745392404050,6a:fc:20:50:1a:d8,c4:c1:da:3b:38:5b,46080,430,unknown,,,6,2025-04-23T07:13:22.246633,2025-04-23T07:13:24.050633,846,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,3828,573,688,53,1745392402278,1745392405944,83:d1:dc:67:3d:d8,cd:91:82:61:32:bd,13586,473,unknown,,,7,2025-04-23T07:13:22.278687,2025-04-23T07:13:25.944687,7874,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,45106,151,7997,18,1745392402308,1745392409135,6a:39:22:4e:d7:e6,b1:a7:3f:35:f0:d3,17992,287,unknown,,,9,2025-04-23T07:13:22.308626,2025-04-23T07:13:29.135626,3935,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,61252,631,4653,88,1745392402338,1745392404808,c6:9e:64:70:25:c2,fb:45:4b:ba:d1:8f,55316,505,unknown,,,3,2025-04-23T07:13:22.338169,2025-04-23T07:13:24.808169,414,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,63573,223,4873,3,1745392402369,1745392403428,9e:e8:30:c0:5e:10,f8:4f:fe:73:ee:e0,10292,434,unknown,,,8,2025-04-23T07:13:22.369203,2025-04-23T07:13:23.428203,4574,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,38097,470,3000,51,1745392402401,1745392409334,17:dd:0c:dd:69:f1,9a:98:cd:1f:23:69,38976,701,unknown,,,6,2025-04-23T07:13:22.401465,2025-04-23T07:13:29.334465,8300,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,51852,1004,6561,95,1745392402432,1745392406085,a6:7e:95:3f:8e:65,37:cc:9e:b5:01:e6,62505,896,unknown,,,5,2025-04-23T07:13:22.432160,2025-04-23T07:13:26.085160,6332,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,29998,329,8846,46,1745392402463,1745392410800,ed:0c:13:f9:9e:6e,a9:23:d7:2f:d8:c2,57754,313,unknown,,,7,2025-04-23T07:13:22.463122,2025-04-23T07:13:30.800122,830,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,53607,30,127,28,1745392402493,1745392412400,d3:60:eb:d0:72:a9,d6:bb:7f:5d:dc:35,62622,815,unknown,,,2,2025-04-23T07:13:22.493563,2025-04-23T07:13:32.400563,3229,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,2278,130,8571,88,1745392402524,1745392407456,75:e5:fe:6a:a7:23,3e:43:ea:3b:8a:10,37536,479,unknown,,,1,2025-04-23T07:13:22.524984,2025-04-23T07:13:27.456984,9586,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,47082,880,8770,35,1745392402555,1745392404910,5f:cb:34:07:f4:b9,d3:39:30:4c:05:1e,21832,989,unknown,,,2,2025-04-23T07:13:22.555642,2025-04-23T07:13:24.910642,7714,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,3973,182,4609,39,1745392402585,1745392408946,32:71:ce:85:c2:7e,84:8e:2c:fa:fa:79,39139,456,unknown,,,3,2025-04-23T07:13:22.585880,2025-04-23T07:13:28.946880,5307,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,23631,271,1252,47,1745392402617,1745392411517,c2:5f:18:70:59:6e,82:8a:3b:0d:9a:43,35988,809,unknown,,,3,2025-04-23T07:13:22.617647,2025-04-23T07:13:31.517647,8535,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,15577,59,5028,24,1745392402647,1745392410778,da:b1:69:d0:2c:31,12:c6:a5:58:8d:81,56442,526,unknown,,,2,2025-04-23T07:13:22.647500,2025-04-23T07:13:30.778500,6885,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,46926,572,6596,40,1745392402677,1745392412431,27:59:b5:5f:d0:77,40:39:0a:78:60:4c,30240,190,unknown,,,8,2025-04-23T07:13:22.677990,2025-04-23T07:13:32.431990,4378,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,38127,216,2935,77,1745392402708,1745392411394,5f:7d:31:f9:0b:27,f3:4e:fe:f4:09:6f,14574,216,unknown,,,7,2025-04-23T07:13:22.708682,2025-04-23T07:13:31.394682,5444,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,17470,280,3506,59,1745392402740,1745392407717,14:95:2c:f3:5e:40,f2:79:2d:b3:f6:8b,36295,320,unknown,,,3,2025-04-23T07:13:22.740633,2025-04-23T07:13:27.717633,3206,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,12105,842,4801,51,1745392402770,1745392411435,d8:6b:89:b6:fe:a0,c4:7a:09:48:d3:83,55065,986,unknown,,,2,2025-04-23T07:13:22.770860,2025-04-23T07:13:31.435860,8581,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,39399,936,8336,37,1745392402802,1745392405761,3f:74:76:99:03:ba,bf:42:b6:58:50:e0,63422,604,unknown,,,7,2025-04-23T07:13:22.802125,2025-04-23T07:13:25.761125,5574,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,22208,995,758,20,1745392402832,1745392410275,2d:fc:c4:98:cb:e4,85:d7:4d:61:14:d8,19053,243,unknown,,,7,2025-04-23T07:13:22.832158,2025-04-23T07:13:30.275158,5349,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,54360,680,5762,48,1745392402863,1745392404709,64:34:79:e3:b3:f5,87:25:f2:81:93:d3,49625,961,unknown,,,5,2025-04-23T07:13:22.863523,2025-04-23T07:13:24.709523,3720,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,56774,871,5805,83,1745392402893,1745392406085,90:ea:65:8a:ed:94,3a:8f:04:a9:9c:76,45714,69,unknown,,,4,2025-04-23T07:13:22.893324,2025-04-23T07:13:26.085324,5874,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,57247,634,7474,6,1745392402922,1745392409752,6b:d9:e6:d5:13:c5,19:25:46:4e:9e:a4,21988,48,unknown,,,4,2025-04-23T07:13:22.922948,2025-04-23T07:13:29.752948,4899,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,25184,513,6930,54,1745392402953,1745392407196,43:83:e4:4a:9b:f3,38:2f:c6:4c:fd:0f,2476,298,unknown,,,6,2025-04-23T07:13:22.953594,2025-04-23T07:13:27.196594,2171,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,1461,311,1940,5,1745392402984,1745392407243,d9:06:55:31:41:53,15:49:e3:ef:36:76,61832,308,unknown,,,5,2025-04-23T07:13:22.984777,2025-04-23T07:13:27.243777,8294,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,49539,647,2382,43,1745392403015,1745392411371,b7:02:24:04:eb:25,7c:71:2d:4e:bc:df,58178,557,unknown,,,5,2025-04-23T07:13:23.015050,2025-04-23T07:13:31.371050,703,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,16228,669,2480,82,1745392403046,1745392409059,48:21:be:33:35:3a,1b:71:89:a6:de:c3,20259,919,unknown,,,10,2025-04-23T07:13:23.046675,2025-04-23T07:13:29.059675,4469,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,5270,921,2690,3,1745392403078,1745392407584,14:2c:49:ae:39:58,19:83:21:0a:f4:8f,31570,312,unknown,,,9,2025-04-23T07:13:23.078018,2025-04-23T07:13:27.584018,9461,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,1789,753,2628,66,1745392403107,1745392405296,10:57:4e:e6:cd:ef,e2:1c:1a:8e:62:3b,61392,346,unknown,,,10,2025-04-23T07:13:23.107426,2025-04-23T07:13:25.296426,8729,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,41340,813,5695,18,1745392403136,1745392404179,73:01:60:f1:88:81,0f:a7:b8:1d:6e:2d,18538,973,unknown,,,10,2025-04-23T07:13:23.136952,2025-04-23T07:13:24.179952,611,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,19793,737,9222,72,1745392403167,1745392405370,2a:d8:43:31:6a:c2,e7:ae:b6:42:1c:05,2343,488,unknown,,,1,2025-04-23T07:13:23.167248,2025-04-23T07:13:25.370248,7223,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,1085,193,1038,31,1745392403197,1745392404913,c5:c7:74:15:95:92,21:f6:f7:9d:82:9a,53414,515,unknown,,,9,2025-04-23T07:13:23.197574,2025-04-23T07:13:24.913574,4820,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,58584,212,625,45,1745392403228,1745392411043,5b:1d:50:0f:88:e4,8e:0c:1b:64:80:ac,63598,691,unknown,,,6,2025-04-23T07:13:23.228449,2025-04-23T07:13:31.043449,467,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,26418,128,5494,42,1745392403258,1745392406461,c2:df:79:e7:b1:a8,63:45:f4:74:16:ca,31475,967,unknown,,,8,2025-04-23T07:13:23.258821,2025-04-23T07:13:26.461821,1537,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,40895,966,3313,69,1745392403289,1745392411355,a3:c0:65:a1:b6:78,f1:25:72:cc:9d:5f,26795,173,unknown,,,10,2025-04-23T07:13:23.289817,2025-04-23T07:13:31.355817,4562,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,43987,310,2089,7,1745392403318,1745392410007,8f:84:72:a2:95:e2,b1:c4:fb:14:0c:80,48488,321,unknown,,,5,2025-04-23T07:13:23.318752,2025-04-23T07:13:30.007752,983,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,12477,576,852,58,1745392403350,1745392406062,45:bf:3d:60:b7:11,22:dd:52:ec:ca:0b,55783,341,unknown,,,4,2025-04-23T07:13:23.350588,2025-04-23T07:13:26.062588,4719,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,47083,567,1563,73,1745392403381,1745392412223,a7:73:fd:e1:de:c9,f9:e8:bf:3b:a9:b7,45189,645,unknown,,,3,2025-04-23T07:13:23.381291,2025-04-23T07:13:32.223291,3566,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,60577,131,990,81,1745392403411,1745392412580,b4:98:67:57:ad:4f,e9:9f:86:cb:0e:c1,18433,986,unknown,,,6,2025-04-23T07:13:23.411198,2025-04-23T07:13:32.580198,1817,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,19024,1015,8105,59,1745392403442,1745392410131,c5:eb:4b:e0:9e:17,ab:a6:eb:72:57:6d,43980,440,unknown,,,1,2025-04-23T07:13:23.442178,2025-04-23T07:13:30.131178,6221,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,23541,718,2492,67,1745392403471,1745392413261,9a:25:1c:cd:20:2c,d3:bc:7e:8a:db:b6,12454,368,unknown,,,10,2025-04-23T07:13:23.471691,2025-04-23T07:13:33.261691,612,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,64321,65,1768,19,1745392403501,1745392404972,67:1a:b5:d1:ab:ad,f1:9e:53:fd:52:c9,12864,276,unknown,,,9,2025-04-23T07:13:23.501775,2025-04-23T07:13:24.972775,8933,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,33505,765,1311,77,1745392403533,1745392412391,f1:cd:a7:30:7e:82,1e:96:28:4e:c8:f0,44289,442,unknown,,,5,2025-04-23T07:13:23.533813,2025-04-23T07:13:32.391813,3617,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,44939,465,4783,27,1745392403563,1745392412702,88:07:67:84:6f:54,14:3f:8d:75:8e:ec,62173,54,unknown,,,7,2025-04-23T07:13:23.563881,2025-04-23T07:13:32.702881,365,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,38378,495,6117,30,1745392403595,1745392410842,7f:4e:f0:4f:d3:b1,b5:ac:08:22:85:07,31410,678,unknown,,,9,2025-04-23T07:13:23.595659,2025-04-23T07:13:30.842659,7257,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,44348,900,1716,51,1745392403624,1745392406095,9a:7c:a1:6d:9e:43,0f:85:84:1c:65:23,21917,525,unknown,,,10,2025-04-23T07:13:23.624929,2025-04-23T07:13:26.095929,3754,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,26804,1010,3902,85,1745392403656,1745392410135,a9:26:5f:9f:87:4a,69:1c:05:0b:85:2a,16485,853,unknown,,,8,2025-04-23T07:13:23.656301,2025-04-23T07:13:30.135301,7784,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,8462,806,5175,51,1745392403685,1745392404034,12:37:c0:6e:71:a5,91:59:85:a6:7e:43,59336,556,unknown,,,6,2025-04-23T07:13:23.685859,2025-04-23T07:13:24.034859,5663,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,32344,543,1841,46,1745392403715,1745392412489,d1:3a:8f:c8:88:7d,2b:6f:64:97:11:c5,15402,348,unknown,,,1,2025-04-23T07:13:23.715947,2025-04-23T07:13:32.489947,991,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,50687,593,5038,71,1745392403745,1745392408642,b8:1c:40:c3:7f:43,c8:e3:e6:5f:cd:15,31757,763,unknown,,,5,2025-04-23T07:13:23.745226,2025-04-23T07:13:28.642226,7681,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,12475,414,7896,71,1745392403773,1745392404444,d0:e4:ed:66:5e:07,3d:39:ef:93:f4:ad,40462,180,unknown,,,5,2025-04-23T07:13:23.773952,2025-04-23T07:13:24.444952,6622,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,8230,237,242,100,1745392403803,1745392412024,62:f9:40:17:9e:75,63:e2:cc:d1:fe:06,47522,120,unknown,,,9,2025-04-23T07:13:23.803616,2025-04-23T07:13:32.024616,9540,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,44170,636,1711,99,1745392403834,1745392413039,c6:7a:36:34:cd:83,ba:9a:9f:5e:4f:3d,10522,181,unknown,,,7,2025-04-23T07:13:23.834513,2025-04-23T07:13:33.039513,6815,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,14148,657,5677,46,1745392403864,1745392406106,88:9f:62:67:bc:41,d2:ca:5b:08:e5:50,31698,89,unknown,,,5,2025-04-23T07:13:23.864723,2025-04-23T07:13:26.106723,3052,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,26491,297,593,12,1745392403895,1745392407589,2e:2c:3a:2b:75:99,cd:8f:c8:85:8d:48,12736,652,unknown,,,1,2025-04-23T07:13:23.895354,2025-04-23T07:13:27.589354,5326,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,54637,754,5708,5,1745392403926,1745392405989,e6:c9:14:a3:76:ff,20:dd:d0:dd:48:2b,2400,732,unknown,,,1,2025-04-23T07:13:23.926557,2025-04-23T07:13:25.989557,3517,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,62488,612,6881,30,1745392403957,1745392409942,3c:41:e3:19:cc:14,64:00:a2:af:14:76,57929,996,unknown,,,10,2025-04-23T07:13:23.957098,2025-04-23T07:13:29.942098,108,0,0,0,True,unusual_protocol
192.168.15.20,198.51.100.42,47,47,47120,552,7028,16,1745392403987,1745392409998,1f:b8:b4:57:38:6a,d1:00:53:7d:5d:22,38572,546,unknown,,,4,2025-04-23T07:13:23.987809,2025-04-23T07:13:29.998809,8620,0,0,0,True,unusual_protocol
