sourceIPv4Address,destinationIPv4Address,protocolIdentifier,protocolName,sourceTransportPort,destinationTransportPort,octetDeltaCount,packetDeltaCount,flowStartMilliseconds,flowEndMilliseconds,mac_source,mac_destination,transport_source_port,transport_destination_port,application_name,http_url,https_url_certificate,datalink_vlan,flow_start_time,flow_end_time,bytes_accumulated,tcp_retransmits,tcp_rst,tcp_fin,anomaly,anomaly_type
192.168.46.231,203.0.113.15,6,TCP,5826,443,1655,7,1745392296829,1745392297428,bb:c6:69:49:b1:4f,67:0d:10:76:c0:ad,11887,443,https,,,3,2025-04-23T07:11:36.829213,2025-04-23T07:11:37.428213,930,7,1,0,True,connection_failure
192.168.14.63,203.0.113.15,6,TCP,33065,443,1283,20,1745392296829,1745392300292,a8:a7:99:f1:51:3f,15:3b:93:b5:ab:11,11345,443,https,,,8,2025-04-23T07:11:36.829304,2025-04-23T07:11:40.292304,1998,8,1,0,True,connection_failure
192.168.234.84,203.0.113.15,6,TCP,25360,443,954,6,1745392296829,1745392299466,5c:60:d8:7b:4e:cb,e2:c8:b5:ae:30:61,47406,443,https,,,5,2025-04-23T07:11:36.829419,2025-04-23T07:11:39.466419,483,8,1,0,True,connection_failure
192.168.170.94,203.0.113.15,6,TCP,19425,443,1006,6,1745392296829,1745392300294,ec:32:89:54:28:c7,92:d7:14:8b:13:9c,36766,443,https,,,6,2025-04-23T07:11:36.829518,2025-04-23T07:11:40.294518,1719,5,1,0,True,connection_failure
192.168.158.81,203.0.113.15,6,TCP,15761,443,1912,18,1745392296829,1745392297985,56:9f:4b:a4:c1:e5,a6:44:2b:7a:f0:1c,21737,443,https,,,5,2025-04-23T07:11:36.829608,2025-04-23T07:11:37.985608,1246,7,1,0,True,connection_failure
192.168.194.65,203.0.113.15,6,TCP,45112,443,1630,7,1745392296829,1745392298136,72:06:0a:17:d2:e3,e6:e9:cf:0b:de:2e,8606,443,https,,,8,2025-04-23T07:11:36.829699,2025-04-23T07:11:38.136699,1588,8,1,0,True,connection_failure
192.168.35.37,203.0.113.15,6,TCP,9109,443,1754,17,1745392296829,1745392301069,47:3c:90:7c:f7:00,1a:d6:c7:99:a7:3d,17894,443,https,,,2,2025-04-23T07:11:36.829803,2025-04-23T07:11:41.069803,1427,10,1,0,True,connection_failure
192.168.239.67,203.0.113.15,6,TCP,25187,443,723,15,1745392296829,1745392297766,d1:b5:d9:b5:18:92,08:bb:59:52:fb:6c,60707,443,https,,,1,2025-04-23T07:11:36.829895,2025-04-23T07:11:37.766895,328,5,1,0,True,connection_failure
192.168.44.120,203.0.113.15,6,TCP,30506,443,1440,10,1745392296829,1745392299048,56:01:7d:cf:91:f9,16:9c:68:59:1a:06,51543,443,https,,,7,2025-04-23T07:11:36.829985,2025-04-23T07:11:39.048985,1209,6,1,0,True,connection_failure
192.168.126.231,203.0.113.15,6,TCP,49696,443,1393,14,1745392296830,1745392301075,c6:f2:7c:5b:b0:4e,6a:2c:3d:7d:b2:88,41721,443,https,,,2,2025-04-23T07:11:36.830078,2025-04-23T07:11:41.075078,1940,9,1,0,True,connection_failure
192.168.141.66,203.0.113.15,6,TCP,5759,443,1306,12,1745392296830,1745392299506,f5:34:1e:f1:a5:e3,0e:e3:97:82:b8:c6,17144,443,https,,,9,2025-04-23T07:11:36.830168,2025-04-23T07:11:39.506168,488,3,1,0,True,connection_failure
192.168.95.7,203.0.113.15,6,TCP,16344,443,692,13,1745392296830,1745392298126,45:c7:f4:c1:5a:fc,fc:33:7f:78:18:d6,7470,443,https,,,7,2025-04-23T07:11:36.830259,2025-04-23T07:11:38.126259,1742,5,1,0,True,connection_failure
192.168.2.70,203.0.113.15,6,TCP,27464,443,1589,11,1745392296830,1745392298202,32:e3:d1:ef:f0:e3,1a:be:b8:8a:d2:06,2905,443,https,,,7,2025-04-23T07:11:36.830371,2025-04-23T07:11:38.202371,670,10,1,0,True,connection_failure
192.168.239.22,203.0.113.15,6,TCP,32945,443,236,11,1745392296830,1745392300142,f0:7f:65:f0:fb:91,c7:c9:30:ab:2e:95,24820,443,https,,,8,2025-04-23T07:11:36.830469,2025-04-23T07:11:40.142469,471,9,1,0,True,connection_failure
192.168.60.199,203.0.113.15,6,TCP,9714,443,781,5,1745392296830,1745392298777,ca:a6:f4:59:19:30,9a:37:55:28:f3:7f,57277,443,https,,,7,2025-04-23T07:11:36.830559,2025-04-23T07:11:38.777559,502,6,1,0,True,connection_failure
192.168.7.47,203.0.113.15,6,TCP,47877,443,1080,9,1745392296830,1745392299910,4d:9e:94:41:c4:80,98:8a:a3:74:64:88,52311,443,https,,,4,2025-04-23T07:11:36.830648,2025-04-23T07:11:39.910648,928,10,1,0,True,connection_failure
192.168.8.40,203.0.113.15,6,TCP,33035,443,278,8,1745392296830,1745392297634,0e:36:dd:4f:5e:8d,7e:8a:9e:31:4b:5b,35658,443,https,,,5,2025-04-23T07:11:36.830738,2025-04-23T07:11:37.634738,708,9,1,0,True,connection_failure
192.168.21.21,203.0.113.15,6,TCP,4468,443,932,13,1745392296830,1745392301252,55:e2:6f:a0:cd:b3,33:d5:0f:16:fa:36,32691,443,https,,,9,2025-04-23T07:11:36.830834,2025-04-23T07:11:41.252834,742,4,1,0,True,connection_failure
192.168.34.116,203.0.113.15,6,TCP,43920,443,1296,7,1745392296830,1745392299101,0c:fb:68:04:2d:17,35:cf:71:f4:70:d6,13511,443,https,,,5,2025-04-23T07:11:36.830928,2025-04-23T07:11:39.101928,1291,7,1,0,True,connection_failure
192.168.70.5,203.0.113.15,6,TCP,57630,443,976,18,1745392296831,1745392298187,6e:53:0e:6d:4d:81,44:cd:f2:10:69:04,4242,443,https,,,3,2025-04-23T07:11:36.831022,2025-04-23T07:11:38.187022,1882,4,1,0,True,connection_failure
192.168.103.154,203.0.113.15,6,TCP,43058,443,1584,15,1745392296831,1745392298822,45:bf:a4:a3:82:fc,10:4a:9c:b3:49:cf,19391,443,https,,,7,2025-04-23T07:11:36.831115,2025-04-23T07:11:38.822115,859,9,1,0,True,connection_failure
192.168.94.158,203.0.113.15,6,TCP,63387,443,944,11,1745392296873,1745392298855,81:68:3e:3a:3c:c1,3b:88:3d:af:1c:93,11480,443,https,,,8,2025-04-23T07:11:36.873112,2025-04-23T07:11:38.855112,1650,4,1,0,True,connection_failure
192.168.85.224,203.0.113.15,6,TCP,31484,443,1750,20,1745392296873,1745392300719,b1:28:c8:2b:51:b8,57:76:e6:55:ea:07,29894,443,https,,,4,2025-04-23T07:11:36.873232,2025-04-23T07:11:40.719232,512,6,1,0,True,connection_failure
192.168.38.171,203.0.113.15,6,TCP,42751,443,1554,11,1745392296873,1745392298504,97:db:25:90:d9:08,45:11:e5:78:57:93,9703,443,https,,,4,2025-04-23T07:11:36.873364,2025-04-23T07:11:38.504364,1154,6,1,0,True,connection_failure
192.168.34.128,203.0.113.15,6,TCP,55595,443,1430,11,1745392296873,1745392298524,6c:6b:03:b4:5c:f7,82:f0:74:a4:c6:ec,42630,443,https,,,6,2025-04-23T07:11:36.873479,2025-04-23T07:11:38.524479,1190,4,1,0,True,connection_failure
192.168.14.16,203.0.113.15,6,TCP,53841,443,970,20,1745392296873,1745392299199,90:de:5d:0f:b4:38,1f:bc:51:52:c7:da,22763,443,https,,,8,2025-04-23T07:11:36.873582,2025-04-23T07:11:39.199582,1265,7,1,0,True,connection_failure
192.168.249.59,203.0.113.15,6,TCP,37462,443,300,12,1745392296873,1745392299391,1d:df:d3:f3:b5:02,93:7a:73:07:b0:90,62231,443,https,,,5,2025-04-23T07:11:36.873687,2025-04-23T07:11:39.391687,717,9,1,0,True,connection_failure
192.168.187.137,203.0.113.15,6,TCP,61653,443,1265,19,1745392296873,1745392298008,96:f4:99:de:e0:c7,90:62:26:e8:94:6f,42738,443,https,,,2,2025-04-23T07:11:36.873791,2025-04-23T07:11:38.008791,659,9,1,0,True,connection_failure
192.168.94.38,203.0.113.15,6,TCP,2862,443,1915,20,1745392296873,1745392299283,03:39:a9:3a:f7:c8,4a:7b:3c:33:a3:0f,25364,443,https,,,8,2025-04-23T07:11:36.873895,2025-04-23T07:11:39.283895,1220,6,1,0,True,connection_failure
192.168.103.46,203.0.113.15,6,TCP,59546,443,640,9,1745392296873,1745392301370,2a:07:c7:8a:2a:dc,51:f3:2c:6a:f1:44,44855,443,https,,,5,2025-04-23T07:11:36.873998,2025-04-23T07:11:41.370998,1935,7,1,0,True,connection_failure
192.168.116.88,203.0.113.15,6,TCP,11200,443,754,12,1745392296874,1745392300349,b3:40:ce:9c:13:67,8c:13:13:a4:fc:b8,63837,443,https,,,8,2025-04-23T07:11:36.874101,2025-04-23T07:11:40.349101,261,7,1,0,True,connection_failure
192.168.188.51,203.0.113.15,6,TCP,57142,443,708,10,1745392296874,1745392299988,e7:d3:79:b7:ca:9b,c0:8f:a3:49:f7:7d,4067,443,https,,,3,2025-04-23T07:11:36.874203,2025-04-23T07:11:39.988203,1871,4,1,0,True,connection_failure
192.168.201.45,203.0.113.15,6,TCP,31689,443,1727,8,1745392296874,1745392301702,96:47:76:0d:a1:d5,6d:2a:4e:34:9e:0e,51935,443,https,,,4,2025-04-23T07:11:36.874304,2025-04-23T07:11:41.702304,573,10,1,0,True,connection_failure
192.168.215.194,203.0.113.15,6,TCP,55442,443,1715,12,1745392296874,1745392299847,e6:08:b1:7b:30:8e,b4:ee:4d:ca:7d:4a,37468,443,https,,,5,2025-04-23T07:11:36.874427,2025-04-23T07:11:39.847427,1307,10,1,0,True,connection_failure
192.168.24.99,203.0.113.15,6,TCP,11505,443,1820,9,1745392296874,1745392301185,b9:1b:b7:31:bd:45,37:0e:41:28:de:d3,16510,443,https,,,4,2025-04-23T07:11:36.874530,2025-04-23T07:11:41.185530,709,9,1,0,True,connection_failure
192.168.5.226,203.0.113.15,6,TCP,20889,443,967,8,1745392296874,1745392297656,d6:f1:c5:26:cb:df,0e:a8:69:2e:a6:28,23421,443,https,,,8,2025-04-23T07:11:36.874629,2025-04-23T07:11:37.656629,1832,10,1,0,True,connection_failure
192.168.185.205,203.0.113.15,6,TCP,41839,443,1967,12,1745392296874,1745392297831,ec:d9:ef:4b:28:80,ac:95:79:d6:05:38,10512,443,https,,,3,2025-04-23T07:11:36.874728,2025-04-23T07:11:37.831728,494,10,1,0,True,connection_failure
192.168.92.31,203.0.113.15,6,TCP,52417,443,403,8,1745392296874,1745392298252,58:e6:e0:0d:a1:22,2e:d5:69:be:c1:25,52183,443,https,,,6,2025-04-23T07:11:36.874828,2025-04-23T07:11:38.252828,1058,4,1,0,True,connection_failure
192.168.113.200,203.0.113.15,6,TCP,51064,443,871,12,1745392296874,1745392299710,d7:12:63:9a:9d:ae,5e:8f:d9:ee:97:45,42862,443,https,,,3,2025-04-23T07:11:36.874929,2025-04-23T07:11:39.710929,1536,6,1,0,True,connection_failure
192.168.110.193,203.0.113.15,6,TCP,9072,443,1507,18,1745392296875,1745392299598,31:33:a9:2e:5a:ca,3c:f1:16:3c:8d:a9,48126,443,https,,,1,2025-04-23T07:11:36.875027,2025-04-23T07:11:39.598027,752,7,1,0,True,connection_failure
192.168.240.223,203.0.113.15,6,TCP,2587,443,552,20,1745392296875,1745392299803,c5:e0:1e:f7:07:50,7f:0b:0a:a0:39:13,12638,443,https,,,1,2025-04-23T07:11:36.875122,2025-04-23T07:11:39.803122,632,3,1,0,True,connection_failure
192.168.6.64,203.0.113.15,6,TCP,19915,443,514,14,1745392296875,1745392297392,20:1f:11:88:85:a9,7d:4f:0f:3d:bb:dc,24074,443,https,,,7,2025-04-23T07:11:36.875213,2025-04-23T07:11:37.392213,579,4,1,0,True,connection_failure
192.168.57.62,203.0.113.15,6,TCP,35823,443,1392,15,1745392296875,1745392297727,18:93:4e:57:bc:16,ca:59:8d:38:bf:6d,33366,443,https,,,4,2025-04-23T07:11:36.875303,2025-04-23T07:11:37.727303,1246,7,1,0,True,connection_failure
192.168.92.215,203.0.113.15,6,TCP,39819,443,1948,16,1745392296875,1745392299143,a3:e8:66:49:f8:a6,fe:e2:fe:24:fd:fd,44278,443,https,,,4,2025-04-23T07:11:36.875422,2025-04-23T07:11:39.143422,1493,10,1,0,True,connection_failure
192.168.228.182,203.0.113.15,6,TCP,38900,443,1600,13,1745392296875,1745392300157,91:fa:ea:c7:3f:ea,57:07:71:d2:10:43,14320,443,https,,,5,2025-04-23T07:11:36.875519,2025-04-23T07:11:40.157519,814,3,1,0,True,connection_failure
192.168.247.53,203.0.113.15,6,TCP,56868,443,1134,7,1745392296875,1745392300233,b7:64:2c:31:e6:80,d4:38:6e:dd:d7:50,51647,443,https,,,8,2025-04-23T07:11:36.875611,2025-04-23T07:11:40.233611,221,6,1,0,True,connection_failure
192.168.95.123,203.0.113.15,6,TCP,21810,443,231,10,1745392296875,1745392299392,0a:12:8a:97:ad:e4,10:15:83:14:f4:e1,4644,443,https,,,7,2025-04-23T07:11:36.875701,2025-04-23T07:11:39.392701,1728,9,1,0,True,connection_failure
192.168.219.213,203.0.113.15,6,TCP,37499,443,1677,10,1745392296875,1745392300248,81:97:db:60:ad:52,03:b3:87:6e:8a:79,26220,443,https,,,4,2025-04-23T07:11:36.875809,2025-04-23T07:11:40.248809,280,10,1,0,True,connection_failure
192.168.86.194,203.0.113.15,6,TCP,9004,443,1979,16,1745392296875,1745392299282,0f:3d:e9:34:58:ca,cd:55:4c:e0:94:fc,44967,443,https,,,9,2025-04-23T07:11:36.875900,2025-04-23T07:11:39.282900,628,3,1,0,True,connection_failure
192.168.36.13,203.0.113.15,6,TCP,20621,443,1172,5,1745392296875,1745392299074,72:0c:8e:f2:1e:29,78:93:46:d0:62:8d,6054,443,https,,,9,2025-04-23T07:11:36.875992,2025-04-23T07:11:39.074992,1105,6,1,0,True,connection_failure
192.168.249.136,203.0.113.15,6,TCP,27517,443,1516,11,1745392296876,1745392298483,b0:6c:b8:a8:7a:c4,42:5e:37:8b:79:fe,2995,443,https,,,7,2025-04-23T07:11:36.876082,2025-04-23T07:11:38.483082,1595,6,1,0,True,connection_failure
192.168.210.36,203.0.113.15,6,TCP,65119,443,430,10,1745392296876,1745392300804,bf:a2:3a:22:a0:16,1c:26:a6:98:c6:47,33851,443,https,,,5,2025-04-23T07:11:36.876169,2025-04-23T07:11:40.804169,465,3,1,0,True,connection_failure
192.168.213.53,203.0.113.15,6,TCP,33867,443,1326,9,1745392296876,1745392299149,3d:a3:a1:cb:e2:38,fe:f9:1b:20:59:de,5405,443,https,,,7,2025-04-23T07:11:36.876257,2025-04-23T07:11:39.149257,464,4,1,0,True,connection_failure
192.168.51.245,203.0.113.15,6,TCP,14077,443,1458,12,1745392296876,1745392299211,da:d6:15:cc:66:19,31:45:13:ab:ff:f4,38454,443,https,,,10,2025-04-23T07:11:36.876363,2025-04-23T07:11:39.211363,1107,9,1,0,True,connection_failure
192.168.118.106,203.0.113.15,6,TCP,42737,443,998,15,1745392296876,1745392297881,9a:4a:1b:5e:72:da,25:71:d8:86:86:26,64133,443,https,,,8,2025-04-23T07:11:36.876461,2025-04-23T07:11:37.881461,336,6,1,0,True,connection_failure
192.168.81.209,203.0.113.15,6,TCP,4936,443,827,8,1745392296876,1745392300684,fa:d5:8d:4a:66:2e,2a:b0:d0:03:25:02,32580,443,https,,,4,2025-04-23T07:11:36.876549,2025-04-23T07:11:40.684549,1567,5,1,0,True,connection_failure
192.168.191.83,203.0.113.15,6,TCP,31891,443,657,16,1745392296876,1745392299366,db:ff:8d:de:d8:30,38:0f:0b:c9:11:ff,19952,443,https,,,2,2025-04-23T07:11:36.876640,2025-04-23T07:11:39.366640,272,4,1,0,True,connection_failure
192.168.249.181,203.0.113.15,6,TCP,34536,443,1478,11,1745392296876,1745392301187,54:29:8c:2d:15:73,f9:cb:4a:05:c8:e9,23495,443,https,,,5,2025-04-23T07:11:36.876730,2025-04-23T07:11:41.187730,1662,4,1,0,True,connection_failure
192.168.7.3,203.0.113.15,6,TCP,29442,443,358,13,1745392296876,1745392298173,a7:34:d2:b7:b0:c8,21:e8:15:20:6c:0c,39582,443,https,,,3,2025-04-23T07:11:36.876818,2025-04-23T07:11:38.173818,354,9,1,0,True,connection_failure
192.168.165.16,203.0.113.15,6,TCP,39917,443,1952,10,1745392296876,1745392300587,3c:29:45:ed:ff:4e,8b:75:0a:e6:c1:69,57668,443,https,,,4,2025-04-23T07:11:36.876906,2025-04-23T07:11:40.587906,917,5,1,0,True,connection_failure
192.168.113.20,203.0.113.15,6,TCP,32356,443,1090,13,1745392296876,1745392299110,3e:d0:04:15:3c:d0,fa:6a:5e:35:40:6c,9046,443,https,,,10,2025-04-23T07:11:36.876996,2025-04-23T07:11:39.110996,223,4,1,0,True,connection_failure
192.168.191.89,203.0.113.15,6,TCP,33486,443,400,9,1745392296877,1745392297378,ab:c5:b3:75:06:5c,76:c5:f9:03:45:bc,21285,443,https,,,3,2025-04-23T07:11:36.877084,2025-04-23T07:11:37.378084,420,5,1,0,True,connection_failure
192.168.46.9,203.0.113.15,6,TCP,50169,443,1971,5,1745392296877,1745392298705,fc:57:7d:0b:a9:18,96:22:d0:4d:56:13,8936,443,https,,,6,2025-04-23T07:11:36.877173,2025-04-23T07:11:38.705173,1192,10,1,0,True,connection_failure
192.168.26.30,203.0.113.15,6,TCP,7124,443,280,8,1745392296877,1745392300632,9b:eb:d5:83:ba:06,56:df:36:7a:b2:3a,40997,443,https,,,8,2025-04-23T07:11:36.877260,2025-04-23T07:11:40.632260,1679,9,1,0,True,connection_failure
192.168.158.12,203.0.113.15,6,TCP,43215,443,442,16,1745392296877,1745392299882,81:90:44:16:6e:4c,99:a4:bd:4f:5f:18,52311,443,https,,,4,2025-04-23T07:11:36.877369,2025-04-23T07:11:39.882369,608,8,1,0,True,connection_failure
192.168.72.73,203.0.113.15,6,TCP,41565,443,987,7,1745392296877,1745392297967,ee:ea:ba:6c:48:4a,52:4b:57:4f:13:f5,34357,443,https,,,8,2025-04-23T07:11:36.877465,2025-04-23T07:11:37.967465,282,6,1,0,True,connection_failure
192.168.237.58,203.0.113.15,6,TCP,47509,443,207,11,1745392296877,1745392300834,90:79:f9:d7:aa:85,c1:55:74:0e:ab:e2,40636,443,https,,,8,2025-04-23T07:11:36.877553,2025-04-23T07:11:40.834553,1335,5,1,0,True,connection_failure
192.168.186.42,203.0.113.15,6,TCP,4542,443,689,10,1745392296877,1745392301096,1c:56:c7:05:68:b4,18:37:d2:32:8a:a8,19753,443,https,,,1,2025-04-23T07:11:36.877647,2025-04-23T07:11:41.096647,926,7,1,0,True,connection_failure
192.168.34.220,203.0.113.15,6,TCP,33118,443,1180,9,1745392296877,1745392297504,ef:63:83:b7:c2:47,aa:1b:a6:5f:5c:a2,58722,443,https,,,5,2025-04-23T07:11:36.877743,2025-04-23T07:11:37.504743,886,3,1,0,True,connection_failure
192.168.164.226,203.0.113.15,6,TCP,29541,443,1718,6,1745392296877,1745392300726,5c:31:e0:77:cf:18,2f:23:f1:60:ba:ca,53738,443,https,,,5,2025-04-23T07:11:36.877841,2025-04-23T07:11:40.726841,1194,4,1,0,True,connection_failure
192.168.201.129,203.0.113.15,6,TCP,1527,443,1589,20,1745392296877,1745392301721,77:0c:63:ff:dc:6c,74:5f:a8:f6:59:e2,29540,443,https,,,6,2025-04-23T07:11:36.877938,2025-04-23T07:11:41.721938,219,6,1,0,True,connection_failure
192.168.250.188,203.0.113.15,6,TCP,14262,443,1183,5,1745392296919,1745392299053,00:ac:a2:30:33:22,29:a2:b2:27:ea:aa,29621,443,https,,,9,2025-04-23T07:11:36.919482,2025-04-23T07:11:39.053482,1209,8,1,0,True,connection_failure
