sourceIPv4Address,destinationIPv4Address,protocolIdentifier,protocolName,sourceTransportPort,destinationTransportPort,octetDeltaCount,packetDeltaCount,flowStartMilliseconds,flowEndMilliseconds,mac_source,mac_destination,transport_source_port,transport_destination_port,application_name,http_url,https_url_certificate,datalink_vlan,flow_start_time,flow_end_time,bytes_accumulated,tcp_retransmits,tcp_rst,tcp_fin,anomaly,anomaly_type
172.16.42.123,198.51.100.5,6,TCP,46313,19,55,1,1745392286611,1745392286621,96:7b:73:04:30:2f,c6:96:03:68:21:33,28202,19,unknown,,,8,2025-04-23T07:11:26.611996,2025-04-23T07:11:26.621996,77,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,15382,20,66,1,1745392286621,1745392286625,62:28:74:56:e8:42,5d:4c:06:0a:61:d1,27528,20,unknown,,,5,2025-04-23T07:11:26.621996,2025-04-23T07:11:26.625996,87,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,36568,21,84,1,1745392286631,1745392286638,67:ad:e7:1a:c8:bb,ee:d7:8f:33:82:b0,35576,21,unknown,,,3,2025-04-23T07:11:26.631996,2025-04-23T07:11:26.638996,71,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,47153,22,76,1,1745392286641,1745392286648,12:78:d4:11:68:f5,08:ab:bc:b1:bc:53,55186,22,unknown,,,7,2025-04-23T07:11:26.641996,2025-04-23T07:11:26.648996,100,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,2657,23,55,1,1745392286651,1745392286660,18:af:19:6c:43:b5,83:1c:74:14:21:87,47537,23,unknown,,,6,2025-04-23T07:11:26.651996,2025-04-23T07:11:26.660996,73,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,44670,24,77,1,1745392286661,1745392286663,e9:10:11:d0:d6:ca,1e:a9:4f:94:be:c1,26613,24,unknown,,,6,2025-04-23T07:11:26.661996,2025-04-23T07:11:26.663996,59,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,44935,25,93,1,1745392286671,1745392286679,9e:27:2c:4b:ba:86,75:a8:7d:03:7d:82,29714,25,unknown,,,1,2025-04-23T07:11:26.671996,2025-04-23T07:11:26.679996,56,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,6075,26,82,1,1745392286681,1745392286687,0a:12:a9:b9:3c:e6,45:73:7a:b6:3f:f0,25571,26,unknown,,,3,2025-04-23T07:11:26.681996,2025-04-23T07:11:26.687996,75,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,45861,27,62,1,1745392286691,1745392286698,51:d9:dc:1a:15:78,22:d5:4d:f9:bd:d0,12639,27,unknown,,,6,2025-04-23T07:11:26.691996,2025-04-23T07:11:26.698996,44,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,24676,28,78,1,1745392286701,1745392286704,d8:d6:77:db:7d:40,0d:b8:40:eb:21:c6,39966,28,unknown,,,5,2025-04-23T07:11:26.701996,2025-04-23T07:11:26.704996,56,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,33019,29,65,1,1745392286711,1745392286719,7a:2a:f4:44:05:b8,5b:18:f3:6f:86:20,12974,29,unknown,,,2,2025-04-23T07:11:26.711996,2025-04-23T07:11:26.719996,76,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,16463,30,79,1,1745392286721,1745392286731,53:9e:1a:61:d9:2d,7e:62:b2:b1:3e:11,60172,30,unknown,,,1,2025-04-23T07:11:26.721996,2025-04-23T07:11:26.731996,85,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,50757,31,90,1,1745392286731,1745392286735,7d:8d:6d:7b:c1:8b,38:c2:9e:49:76:0f,58176,31,unknown,,,3,2025-04-23T07:11:26.731996,2025-04-23T07:11:26.735996,64,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,4703,32,98,1,1745392286741,1745392286747,6d:0c:54:e9:1a:09,ee:f3:7e:dd:07:b4,15452,32,unknown,,,1,2025-04-23T07:11:26.741996,2025-04-23T07:11:26.747996,88,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,46257,33,75,1,1745392286751,1745392286759,71:d5:7e:d9:16:57,27:dd:c3:c4:79:d8,52936,33,unknown,,,1,2025-04-23T07:11:26.751996,2025-04-23T07:11:26.759996,73,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,33393,34,78,1,1745392286761,1745392286769,b9:d3:77:8f:7b:02,8f:ed:ce:ed:15:74,50126,34,unknown,,,9,2025-04-23T07:11:26.761996,2025-04-23T07:11:26.769996,74,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,41721,35,74,1,1745392286771,1745392286772,5b:1d:aa:45:1e:30,fe:0d:c8:c1:d7:4f,57036,35,unknown,,,2,2025-04-23T07:11:26.771996,2025-04-23T07:11:26.772996,65,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,11820,36,47,1,1745392286781,1745392286788,fc:06:e4:2a:11:ae,8a:25:e4:7e:b0:e2,54131,36,unknown,,,10,2025-04-23T07:11:26.781996,2025-04-23T07:11:26.788996,88,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,41602,37,51,1,1745392286791,1745392286800,c2:78:36:4c:fe:07,3a:99:a3:5e:71:2b,18507,37,unknown,,,6,2025-04-23T07:11:26.791996,2025-04-23T07:11:26.800996,92,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,61504,38,40,1,1745392286801,1745392286802,70:d1:1f:48:8b:cc,25:5b:b8:9c:73:4f,14346,38,unknown,,,3,2025-04-23T07:11:26.801996,2025-04-23T07:11:26.802996,65,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,25865,39,79,1,1745392286811,1745392286814,03:c1:6f:78:22:86,b8:4f:d1:76:db:a4,39939,39,unknown,,,3,2025-04-23T07:11:26.811996,2025-04-23T07:11:26.814996,48,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,58436,40,41,1,1745392286821,1745392286831,1a:33:e8:db:25:db,e0:46:2a:ee:f3:01,7099,40,unknown,,,2,2025-04-23T07:11:26.821996,2025-04-23T07:11:26.831996,69,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,45927,41,78,1,1745392286831,1745392286834,cb:21:0d:f0:46:40,eb:fa:04:75:7e:b5,51801,41,unknown,,,8,2025-04-23T07:11:26.831996,2025-04-23T07:11:26.834996,53,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,58153,42,67,1,1745392286841,1745392286851,4f:b1:6c:50:42:61,0a:25:a9:3f:45:e6,36116,42,unknown,,,3,2025-04-23T07:11:26.841996,2025-04-23T07:11:26.851996,82,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,51685,43,42,1,1745392286851,1745392286853,c1:87:2e:cc:e3:2f,05:c0:a5:4c:c9:aa,38453,43,unknown,,,5,2025-04-23T07:11:26.851996,2025-04-23T07:11:26.853996,58,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,64456,44,98,1,1745392286861,1745392286868,25:df:35:bf:a8:ca,a5:83:2c:e9:7d:8b,34428,44,unknown,,,2,2025-04-23T07:11:26.861996,2025-04-23T07:11:26.868996,47,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,6185,45,91,1,1745392286871,1745392286873,b2:bd:c9:5f:8b:c3,07:4a:b4:b9:a2:72,2941,45,unknown,,,3,2025-04-23T07:11:26.871996,2025-04-23T07:11:26.873996,86,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,61517,46,63,1,1745392286881,1745392286882,1d:d0:38:db:98:3e,a4:37:9f:ed:38:a6,10272,46,unknown,,,10,2025-04-23T07:11:26.881996,2025-04-23T07:11:26.882996,41,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,63833,47,61,1,1745392286891,1745392286899,53:3b:8a:65:e6:f5,e2:4d:10:26:fa:5b,12512,47,unknown,,,5,2025-04-23T07:11:26.891996,2025-04-23T07:11:26.899996,44,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,42759,48,97,1,1745392286901,1745392286905,94:57:21:ff:9d:c3,26:05:6a:1e:fb:bd,19456,48,unknown,,,8,2025-04-23T07:11:26.901996,2025-04-23T07:11:26.905996,46,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,5742,49,51,1,1745392286911,1745392286916,88:7d:df:2d:94:a9,6b:71:18:7e:95:d6,27252,49,unknown,,,2,2025-04-23T07:11:26.911996,2025-04-23T07:11:26.916996,74,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,33396,50,94,1,1745392286921,1745392286924,bd:00:a3:b0:45:26,11:fe:83:50:6e:24,20703,50,unknown,,,6,2025-04-23T07:11:26.921996,2025-04-23T07:11:26.924996,41,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,25173,51,58,1,1745392286931,1745392286936,22:33:00:3c:96:f5,f9:d6:36:c7:02:26,37160,51,unknown,,,6,2025-04-23T07:11:26.931996,2025-04-23T07:11:26.936996,54,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,52995,52,45,1,1745392286941,1745392286947,00:7e:0f:ff:ca:64,46:03:02:e1:8d:5a,55914,52,unknown,,,4,2025-04-23T07:11:26.941996,2025-04-23T07:11:26.947996,72,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,11415,53,64,1,1745392286951,1745392286956,5b:e0:e2:c9:3f:c9,96:11:7f:3e:c9:72,30770,53,unknown,,,8,2025-04-23T07:11:26.951996,2025-04-23T07:11:26.956996,49,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,57629,54,63,1,1745392286961,1745392286968,c7:56:20:bf:eb:f1,d2:09:63:0e:98:61,19073,54,unknown,,,7,2025-04-23T07:11:26.961996,2025-04-23T07:11:26.968996,77,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,15229,55,86,1,1745392286971,1745392286978,61:a0:88:be:d5:87,0e:d5:fe:29:7a:23,28400,55,unknown,,,5,2025-04-23T07:11:26.971996,2025-04-23T07:11:26.978996,90,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,7112,56,80,1,1745392286981,1745392286985,c1:b5:81:0b:2e:69,aa:32:4c:f3:d3:11,25496,56,unknown,,,10,2025-04-23T07:11:26.981996,2025-04-23T07:11:26.985996,78,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,34573,57,51,1,1745392286991,1745392287001,5b:8a:40:8a:8b:cf,3d:51:9e:2e:af:c5,47113,57,unknown,,,10,2025-04-23T07:11:26.991996,2025-04-23T07:11:27.001996,49,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,53231,58,71,1,1745392287001,1745392287008,b9:65:ae:aa:1f:b0,f0:0c:ea:f2:9d:a7,65251,58,unknown,,,9,2025-04-23T07:11:27.001996,2025-04-23T07:11:27.008996,61,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,7741,59,57,1,1745392287011,1745392287013,36:bb:38:38:23:86,1b:b7:ec:b2:21:54,8652,59,unknown,,,10,2025-04-23T07:11:27.011996,2025-04-23T07:11:27.013996,59,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,33940,60,96,1,1745392287021,1745392287028,7d:56:ef:d4:29:33,af:0d:8c:ce:fd:ed,18882,60,unknown,,,4,2025-04-23T07:11:27.021996,2025-04-23T07:11:27.028996,56,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,29016,61,97,1,1745392287031,1745392287038,06:6d:07:04:5e:a9,49:35:8c:10:b1:ef,64249,61,unknown,,,5,2025-04-23T07:11:27.031996,2025-04-23T07:11:27.038996,84,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,15874,62,93,1,1745392287041,1745392287051,f6:b3:a3:7e:30:af,08:21:13:ba:c6:fb,36886,62,unknown,,,2,2025-04-23T07:11:27.041996,2025-04-23T07:11:27.051996,65,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,60522,63,46,1,1745392287051,1745392287052,9d:18:76:12:3a:b5,25:d5:e2:8a:12:51,43974,63,unknown,,,6,2025-04-23T07:11:27.051996,2025-04-23T07:11:27.052996,70,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,22528,64,80,1,1745392287061,1745392287066,4b:08:e1:76:b7:de,0f:51:dc:34:db:09,56481,64,unknown,,,9,2025-04-23T07:11:27.061996,2025-04-23T07:11:27.066996,91,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,20882,65,86,1,1745392287071,1745392287077,77:60:d5:ea:61:bf,14:23:46:32:6f:7f,22037,65,unknown,,,10,2025-04-23T07:11:27.071996,2025-04-23T07:11:27.077996,75,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,14134,66,96,1,1745392287081,1745392287091,c3:cb:fb:66:8e:fb,a8:06:a9:26:cd:0c,16098,66,unknown,,,7,2025-04-23T07:11:27.081996,2025-04-23T07:11:27.091996,51,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,24085,67,66,1,1745392287091,1745392287096,41:50:9f:c5:de:38,ea:b5:b1:63:e9:de,38047,67,unknown,,,9,2025-04-23T07:11:27.091996,2025-04-23T07:11:27.096996,50,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,21112,68,87,1,1745392287101,1745392287103,cd:91:e1:bb:cf:45,fa:b0:b0:df:05:2d,1726,68,unknown,,,6,2025-04-23T07:11:27.101996,2025-04-23T07:11:27.103996,54,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,24169,69,40,1,1745392287111,1745392287118,2c:5f:ac:01:16:ab,2a:d8:d2:c8:49:19,57942,69,unknown,,,1,2025-04-23T07:11:27.111996,2025-04-23T07:11:27.118996,46,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,35332,70,65,1,1745392287121,1745392287126,87:48:54:3a:78:84,38:d4:11:a5:b8:70,37987,70,unknown,,,2,2025-04-23T07:11:27.121996,2025-04-23T07:11:27.126996,68,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,45822,71,93,1,1745392287131,1745392287136,37:7e:67:4d:b2:a9,33:f9:89:1c:c3:fd,6187,71,unknown,,,1,2025-04-23T07:11:27.131996,2025-04-23T07:11:27.136996,75,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,40246,72,46,1,1745392287141,1745392287146,1c:74:8c:35:f2:d1,13:c0:b7:25:14:2c,14242,72,unknown,,,10,2025-04-23T07:11:27.141996,2025-04-23T07:11:27.146996,74,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,50872,73,91,1,1745392287151,1745392287155,58:8e:cf:81:ea:13,11:46:43:d7:31:56,23591,73,unknown,,,2,2025-04-23T07:11:27.151996,2025-04-23T07:11:27.155996,93,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,32045,74,91,1,1745392287161,1745392287162,10:ef:03:fc:6d:34,65:0f:5f:9f:14:e9,62383,74,unknown,,,7,2025-04-23T07:11:27.161996,2025-04-23T07:11:27.162996,44,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,50553,75,65,1,1745392287171,1745392287180,02:0d:a7:05:80:73,b5:92:68:01:a1:59,50510,75,unknown,,,4,2025-04-23T07:11:27.171996,2025-04-23T07:11:27.180996,63,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,15373,76,41,1,1745392287181,1745392287186,00:91:c1:96:2d:75,54:38:6e:b9:b6:cd,10712,76,unknown,,,4,2025-04-23T07:11:27.181996,2025-04-23T07:11:27.186996,70,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,50739,77,99,1,1745392287191,1745392287193,66:b8:94:d5:df:96,e4:e4:85:dd:17:b9,34358,77,unknown,,,9,2025-04-23T07:11:27.191996,2025-04-23T07:11:27.193996,40,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,20582,78,54,1,1745392287201,1745392287206,ff:8c:14:ac:e9:6e,59:47:e9:27:2d:b4,60539,78,unknown,,,5,2025-04-23T07:11:27.201996,2025-04-23T07:11:27.206996,78,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,19930,79,95,1,1745392287211,1745392287220,91:9e:80:d6:0c:52,ef:b4:32:6d:05:b6,35644,79,unknown,,,4,2025-04-23T07:11:27.211996,2025-04-23T07:11:27.220996,69,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,37231,80,94,1,1745392287221,1745392287231,d5:48:85:4c:c0:e4,cc:88:a9:e0:7d:14,51672,80,unknown,,,2,2025-04-23T07:11:27.221996,2025-04-23T07:11:27.231996,97,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,54698,81,75,1,1745392287231,1745392287238,89:eb:c3:f7:b0:d5,00:32:69:fc:d1:d0,25416,81,unknown,,,9,2025-04-23T07:11:27.231996,2025-04-23T07:11:27.238996,46,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,19009,82,97,1,1745392287241,1745392287246,7b:74:09:50:92:3a,3a:f7:62:3c:94:b5,44210,82,unknown,,,3,2025-04-23T07:11:27.241996,2025-04-23T07:11:27.246996,50,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,62312,83,99,1,1745392287251,1745392287259,86:5b:d8:53:e3:00,23:eb:12:ec:1b:82,15948,83,unknown,,,8,2025-04-23T07:11:27.251996,2025-04-23T07:11:27.259996,53,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,14432,84,95,1,1745392287261,1745392287267,5d:e8:77:ad:d1:47,b9:86:43:d6:11:7b,51143,84,unknown,,,9,2025-04-23T07:11:27.261996,2025-04-23T07:11:27.267996,85,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,47124,85,57,1,1745392287271,1745392287275,64:2d:3d:37:db:f4,7c:f0:d5:d3:d8:bd,37434,85,unknown,,,4,2025-04-23T07:11:27.271996,2025-04-23T07:11:27.275996,72,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,33686,86,76,1,1745392287281,1745392287290,cf:6c:0b:57:f3:94,e0:f7:a7:ae:f3:bc,51617,86,unknown,,,5,2025-04-23T07:11:27.281996,2025-04-23T07:11:27.290996,62,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,31455,87,80,1,1745392287291,1745392287295,da:41:00:63:e4:a2,47:76:63:72:c2:f7,40013,87,unknown,,,1,2025-04-23T07:11:27.291996,2025-04-23T07:11:27.295996,47,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,56068,88,56,1,1745392287301,1745392287310,e3:2b:9f:05:66:8f,7e:32:6f:25:83:d7,1136,88,unknown,,,10,2025-04-23T07:11:27.301996,2025-04-23T07:11:27.310996,51,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,8408,89,97,1,1745392287311,1745392287314,30:5b:7b:d6:7b:a8,6a:11:b5:27:0a:75,61973,89,unknown,,,6,2025-04-23T07:11:27.311996,2025-04-23T07:11:27.314996,91,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,51095,90,98,1,1745392287321,1745392287327,98:60:4d:54:7a:c8,73:c6:5a:20:92:b1,9824,90,unknown,,,1,2025-04-23T07:11:27.321996,2025-04-23T07:11:27.327996,46,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,35177,91,96,1,1745392287331,1745392287333,5b:98:b5:0b:40:30,04:b5:ee:15:5e:af,40806,91,unknown,,,8,2025-04-23T07:11:27.331996,2025-04-23T07:11:27.333996,54,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,34408,92,47,1,1745392287341,1745392287350,01:45:65:01:67:c0,d1:3c:5e:ad:df:97,14040,92,unknown,,,4,2025-04-23T07:11:27.341996,2025-04-23T07:11:27.350996,85,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,43044,93,99,1,1745392287351,1745392287359,f2:a0:c3:d5:bc:bc,f2:51:26:ad:55:85,64530,93,unknown,,,3,2025-04-23T07:11:27.351996,2025-04-23T07:11:27.359996,57,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,10834,94,41,1,1745392287361,1745392287362,6d:e2:82:73:8e:6a,65:5a:26:77:b8:e7,27124,94,unknown,,,2,2025-04-23T07:11:27.361996,2025-04-23T07:11:27.362996,83,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,31793,95,80,1,1745392287371,1745392287381,dc:aa:38:a7:d7:79,b3:f0:07:a3:9a:d5,22428,95,unknown,,,6,2025-04-23T07:11:27.371996,2025-04-23T07:11:27.381996,60,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,43457,96,53,1,1745392287381,1745392287389,3f:73:6e:0a:3a:83,07:6a:63:b2:f8:30,28444,96,unknown,,,6,2025-04-23T07:11:27.381996,2025-04-23T07:11:27.389996,95,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,34986,97,68,1,1745392287391,1745392287394,e3:fc:db:7d:a9:ea,68:23:6c:b5:52:b6,23232,97,unknown,,,5,2025-04-23T07:11:27.391996,2025-04-23T07:11:27.394996,77,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,56180,98,41,1,1745392287401,1745392287403,e3:62:61:01:ad:b8,47:5d:ef:03:1d:bf,5051,98,unknown,,,2,2025-04-23T07:11:27.401996,2025-04-23T07:11:27.403996,69,0,0,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,40828,99,80,1,1745392287411,1745392287413,01:c7:ff:12:f1:4d,02:aa:4c:3b:a6:3f,62320,99,unknown,,,7,2025-04-23T07:11:27.411996,2025-04-23T07:11:27.413996,90,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,4290,100,94,1,1745392287421,1745392287426,12:9c:01:96:75:4e,85:94:8a:9e:31:b0,3487,100,unknown,,,7,2025-04-23T07:11:27.421996,2025-04-23T07:11:27.426996,61,0,1,0,True,port_scan
172.16.42.123,198.51.100.5,6,TCP,51104,1,65,1,1745392286481,1745392286489,4b:c4:6d:e9:35:d8,6c:09:ac:e0:51:ec,2925,1,unknown,,,10,2025-04-23T07:11:26.481936,2025-04-23T07:11:26.489936,81,0,1,0,True,port_scan
